Food_Name_en|Effect_en|Ingredients_en|Steps_en|Food_Name|Effect|Ingredients|Steps
Fenugreek Seed Soup|It supplements lower primordial energy [yuanqi 元氣], orders loin and knee, warms the center, and accords qi.| Mutton (leg; bone and cut up), tsaoko cardamoms (five), fenugreek seeds (1 liang; a kind of hulba[t] [i.e., Fenugreek Seeds]).| Boil ingredients together and make a soup. Strain [broth]. Add Tangut Um Ash, or “Rice Heart Qizi,” half a qian of kasni. Adjust flavors with a little salt.|苦豆汤|补下元，理腰膝，温中，顺气。|羊肉 一脚子，卸成事件  草果 五个  苦豆 一两，系葫芦巴。|上件，一同熬成汤，滤净，下河西兀麻食或米心 子，哈昔泥半钱，盐少许，调和。
Chinese Quince Soup|It supplements the center, and accords qi. It cures pain of loin and knee, and [evil] foot qi insensitivity.| Mutton (leg; bone and cut up), tsaoko cardamoms (five), chickpeas (half a sheng; pulverize and remove the skins).|Boil ingredients together into a soup. Strain [broth. Cut up meat and put aside]. Add 1 sheng of aromatic non–glutinous rice, 2 he of cooked chickpeas, “meat pellets”, two jin of Chinese quince (take the juice), 4 liang of granulated sugar. Adjust flavors with a little salt. [The] cut–up meat can perhaps be added.|木瓜汤|补中，顺气，治腰膝疼痛，脚气不仁。|羊肉 一脚子，卸成事件  草果 五个  回回豆子 半升，捣碎，去皮|上件，一同熬成汤，滤净，下香粳米一升，熟回回豆子二合，肉弹儿木瓜二斤，取汁，沙糖四两，盐少许，调和， 或下事件肉。
Deer Head Soup|It supplements and increases, controls polydipsia, and cures ache of foot and knee.|Deer’s head [and] hooves (one set; remove hair and clean; bone and divide into pieces).| For the ingredients, take a large chunk of kasni, grind up into a mush and apply evenly to deer head, [and] hoof meat. Fry both the [marinated] head and hoof meat in 4 liang of vegetable oil [“Muslim lesser oil”]. Quench roasted head and hoof meat in boiling water, 28 boil until soft. Add 3 qian of black pepper, 2 qian of kasni, 1 qian of long pepper [Piper longum], 1 cup of cow’s milk, 1 he of juice of sprouting ginger. Adjust flavors with a little salt. [Variation:] In one method, use deer’s tail to obtain broth. Add ground ginger. Adjust flavors with salt.|鹿头汤|补益，止烦渴，治脚膝疼痛。|鹿头蹄 一副，退洗净，卸作块|上件，用哈昔泥豆子大，研如泥，与鹿头蹄肉同拌匀，用回回小油四两同炒，入滚水熬令软，下胡椒三钱，哈昔泥二钱，荜拨一钱，牛奶子一盏，生姜汁一合，盐少许，调和。一法用鹿尾取汁，入姜末、盐，同调和。
Pine Pollen [Juice] Soup| It supplements the center, and increases qi. It strengthens sinew and bone.| Mutton (leg; bone and cut up), tsaoko cardamoms (five), chickpeas (half a sheng; pulverize and remove the skins).| Boil ingredients together into a soup. Strain [broth]. Fry together: one cooked sheep’s thorax (cut up into sashuq–sized pieces), 2 he of pine pollen juice, half a he of juice of sprouting ginger. [Add to soup and] evenly adjust flavors with onions, salt, vinegar and [garnish with] coriander leaves. Eat with Long Rolled Bread.|松黄汤|补中益气，壮筋骨。|羊肉 一脚子，卸成事件  草果 五个  回回豆子 半升，捣碎，去皮|上件，同熬成汤，滤净，熟羊胸子一个，切作色数大，松黄汁二合，生姜汁半合，一同下炒，葱、盐、醋、芫荽叶，调和匀。对经卷儿食之。
Russian Olive [Fruit] Soup|It supplements the center, and increases qi. It strengthens spleen and stomach.|Mutton (leg; bone and cut up), tsaoko cardamoms (five), chickpeas (half a sheng; remove the skins).|Boil ingredients together into a soup. Strain [broth]. Add together to the pot: a cooked dried sheep’s thorax (sliced up), 3 sheng of Russian olive fruits, Chinese cabbage or nettle leaf. Evenly adjust flavors with salt.|粆汤|补中益气，健脾胃。|羊肉 一脚子，卸成事件  草果 五个  回回豆子 半升，去皮|上件，同熬成汤，滤净，熟乾羊胸子一个，切片，粆三升，白菜或荨麻菜，一同下锅，盐调和匀。
Barley Samsa Noodles|They supplement the center, and increase qi. They strengthen spleen and stomach.| Mutton (leg; bone and cut up), tsaoko cardamoms (five), chickpeas (half a sheng; remove the skins).|Boil ingredients together into a soup. Strain [broth. Set aside meat]. Make [samsa] noodles from a combination of 3 jin of barley flour, 1 chin of bean paste. [Fill with] mutton and fry. Adjust flavors with a fine qima, 2 he of juice of sprouting ginger, coriander leaves, salt, and vinegar.|大麦算子粉|补中益气，健脾胃。|羊肉 一脚子，卸成事件  草果 五个  回回豆子 半升，去皮|上件，同熬成汤，滤净，大麦粉三斤，豆粉一斤，同作粉。羊肉炒细乞马，生姜汁二合，芫荽叶、盐、醋调和。
Barley Strip–Noodles|They supplement the center, increase qi, and strengthen spleen and stomach.| Mutton (leg; bone and cut up), tsaoko Cardamoms (five), lesser galangal [Alpinia officinarum].|Boil ingredients together into a soup. Strain [broth. Set meataside.] Add sheep’s liver sauce ([decoct and] take the bouillon),and 5 qian of black pepper. Cut [the] cooked mutton into [small, thin pieces like] armor scales, cut up 2 liang of pickled ginger and [add along with] 1 liang of sweet melon [Cucumis melo] pickles cut–up like “armor scales.”|大麦片粉|补中益气，健脾胃。|羊肉 一脚子，卸成事件  草果 五个  良姜 二钱|上件，同熬成汤，滤净，下羊肝酱，取清汁，胡椒五钱，熟羊肉切作甲叶，糟姜二两，瓜齑一两，切如甲叶，盐、醋 调和，或浑汁亦可。
Glutinous Rice Flour Chöp|They supplement the center, and increase qi.|Mutton (leg; bone and cut up), tsaoko cardamoms (five), lesser galangal (two qian).|Boil ingredients together into a soup. Strain [broth. Set aside meat]. Use sheep’s liver sauce (decoct and take the bouillon). Add 5 qian of black pepper. Combine two jin of glutinous rice flour, and one jin of bean paste and make the chöp. Cut up [the] mutton into a fine qima and add [as stuffing]. [Put into soup and] adjust flavors with salt and vinegar. A thick broth can also be used.|糯米粉粉|补中益气。|羊肉 一脚子，卸成事件  草果 五个  良姜 二钱|上件，同熬成汤，滤净，用羊肝酱熬取清汁，下胡椒五钱，糯米粉二斤，与豆粉一斤，同作 粉，羊肉切细乞马，入盐、醋调和，浑汁亦可。
River Pig Broth| It supplements the center, and increases qi.|Mutton (leg; bone and cut up), tsaoko cardamoms (five).|Boil ingredients together into a soup. Strain [broth. Set meat aside]. Take [the] mutton (cut up finely into qima), five qian of mandarin orange peel (remove the white), 35 2 liang of White Onions (cut up finely), two qian of spices, salt, and [sheep’s liver] sauce, and make the stuffing. Use 3 jin of white flour to make the skins. Make the “River Pigs.” Cook by frying in vegetable oil [“lesser oil”] and when done put into the soup. Adjust flavors with salt. Bouillon can perhaps also be used.|河羹|补中益气。|羊肉 一脚子，卸成事件  草果 五个|上件，同熬成汤，滤净，用羊肉切细乞马，陈皮五钱，去白，葱二两，细切，料物二钱，盐、酱拌馅儿，皮用白面三斤，作河 ，小油炸熟，下汤内，入盐调和，或清汁亦可。
Achchiq [“Bitter”] Soup| It supplements the center, and increases qi.|Mutton (leg; bone and cut up), tsaoko cardamoms (five), lesser galangal (two qian).|Boil ingredients together into a soup. Strain [broth. Set meat aside]. Add sheep’s liver sauce. Decoct bouillon from broth and sauce. Add 5 qian of black pepper. In addition, cut up [the] mutton into strips. Cut up into “armor scales” one sheep’s tail, one sheep’s tongue, one set of sheep kidneys and add together with two liang of möög [mushrooms], and Chinese cabbage. Adjust flavors with broth, salt and vinegar.|阿菜汤|补中益气。|羊肉 一脚子，卸成事件  草果 五个  良姜 二钱|上件，同熬成汤，滤净，下羊肝酱，同取清汁，入胡椒五钱。另羊肉切片，羊尾子一个，羊舌一个，羊腰子一副，各切甲叶；蘑菇二两，白菜，一同下，清汁、盐、醋调和。
Euryale Flour Swallow’s Tongue Qizi|They supplement the center, and increase vital energy.|Mutton (leg; bone and cut up), tsaoko cardamoms (five), chickpeas (half a sheng; pulverize and remove the skins).| Boil ingredients together into a soup. Strain [broth. Set meat aside]. Use two jin of euryale flour, 1 jin of bean paste, work together and cut into qizi. Use [the] mutton cut up into a fine qima [and] one he of juice of sprouting ginger [as stuffing. Stuff qizi] and fry. [Add to soup and] adjust flavors with onions.|鸡头粉雀舌子|补中，益精气。|羊肉 一脚子，卸成事件  草果 五个  回回豆子 半升，捣碎，去皮|上件，同熬成汤，滤净，用鸡头粉二斤，豆粉一斤，同和，切作 子，羊肉切细乞马，生姜汁一合，炒葱调和。
Euryale Flour Blood Noodles|They supplement the center, and increase the vital air.|Mutton (leg; bone and cut up), tsaoko cardamoms (five), chickpeas (half a sheng; pulverize, remove the skins).|Boil ingredients together into a soup. Strain [broth. Set meat aside]. Use two jin of euryale flour, one jin of bean paste, and sheep’s blood and combine to make chöp. [Use] mutton cut into a fine qima [as stuffing. Stuff chöp and] Fry. [Add to soup and] adjust flavors of everything together with onions and vinegar.|鸡头粉血粉|补中，益精气。|羊肉 一脚子，卸成事件  草果 五个  回回豆子 半升，捣碎，去皮|上件，同熬成汤，滤净，用鸡头粉二斤，豆粉一斤，羊血 和作 粉，羊肉切细乞马炒，葱、醋一同调和。
Euryale Flour Jüzmä|They supplement the center, and increase the vital air.| Mutton (leg; bone and cut up), tsaoko cardamoms (five), chickpeas (half a sheng; pulverize and remove the skins).| Boil ingredients together into a soup. Strain [broth. Set meat aside]. Use two jin of euryale flour, one jin of bean paste, one jin of white [wheat] flour to make the noodles. Cut [the] mutton into strip qima, stuff noodles and fry. [Add to soup and] adjust flavors of everything together with onions and vinegar.|鸡头粉撅面|补中，益精气。|羊肉 一脚子，卸成事件  草果 五个  回回豆子 半升，捣碎，去皮|上件，同熬成汤，滤净，用鸡头粉二斤，豆粉一斤，白面一斤，同作面。羊肉切片，儿乞马入炒，葱、醋一同调和。
Euryale Flour Chöp|They supplement the center, and increase the vital air.|Mutton (leg; bone and cut up), tsaoko cardamoms (five), lesser galangal (two qian).|Boil ingredients together into a soup. Strain [broth. Set meat aside]. Use sheep’s liver sauce. Take the bouillon of the combined soup and sauce. Add one liang of black pepper. Then use two jin of euryale flour, one jin bean paste and make into chöp, [stuff with the] mutton cut up into a fine qima and add. Adjust flavors with salt and vinegar.|鸡头粉粉|补中，益精气。|羊肉 一脚子，卸成事件  草果 五个  良姜 二钱|上件，同熬成汤，滤净，用羊肝酱同取清汁，入胡椒一两，次用鸡头粉二斤，豆粉一斤，同作 粉，羊肉切细乞马，下盐、醋调和。
Euryale Flour Hundun|They supplement the center, and increase qi.|Mutton (leg, bone and cut up), tsaoko cardamoms (five), chickpeas (half a sheng; pulverize and remove the skins).|Boil ingredients together into a soup. Strain [broth. Set meat aside]. Cut [the] mutton into stuffing. Add 1 qian of salted mandarin orange peel (remove the white), 1 qian of sprouting ginger (cut up finely). Spice evenly with the “five spices.” Then use two jin of the euryale flour, and one jin of bean paste, make into “Fluffy pillow Hundun,” and put into the soup. Fry together a sheng of aromatic non–glutinous rice, two he of cooked chickpeas, two he of juice of sprouting ginger, one he of quince juice. [Add to soup and] evenly adjust flavors with onions and salt.|鸡头粉馄饨|补中益气。|羊肉 一脚子，卸成事件  草果 五个  回回豆子 半升，捣碎，去皮|上件，同熬成汤，滤净，用羊肉切作馅，下陈皮一钱，去白，生姜一钱，细切，五味和匀，次用鸡头粉二斤，豆粉一斤，作枕头馄饨。汤内下香粳米一升，回回豆子 二合，生姜汁二合，木瓜汁一合，同炒，葱、盐调和匀。
Sundry Broth|It supplements the center, and increases qi.|Mutton (leg, bone 40 and cut up), tsaoko cardamoms (five), chickpeas (half a sheng; pulverized. Remove the skins).|Boil ingredients together into a soup. Strain [broth]. Cook together: two sheep’s heads (clean), two sets each of sheep stomachs and lungs, one set of white blood, paired sheep intestines. When done cut up [and add to soup]. Then use three jin of bean flour to make noodles, Stuff with half a jin of möög [mushrooms], half a jin of apricot kernel paste, one liang of black pepper. Fry [with] mint and coriander leaves. Adjust flavors with onions, salt, and vinegar|杂羹|补中益气。|羊肉 一脚子，卸成事件  草果 五个  回回豆子 半升，捣碎，去皮|上件，同熬成汤，滤净，羊头洗净二个，羊肚、肺各二具，羊白血双肠儿一副，并煮熟切，次用豆粉三斤，作粉，蘑菇半斤，杏泥半斤，胡椒一两，入青菜、芫荽炒，葱、盐、醋调和。
Meat and Vegetable Broth|It supplements the center, and increases qi.|Mutton (leg; bone and cut up), tsaoko cardamoms (five), chickpeas (half a sheng; pulverized. Remove the skins).|Boil ingredients together into a soup. Strain [broth. Set meat aside]. [Use] three jin of bean flour to make “strip–noodles.” Cut select mutton into long qima. Cut up: one jin of Chinese yams, two lumps of pickled ginger, one sweet melon pickle, one cheese, ten carrots [“Iranian radishes”], half a sheng of möög [mushrooms], and four liang of sprouting ginger, ten eggs fried into an omelet and sliced. Use one jin of sesame seed paste and half a jin of apricot kernel paste and fry [everything together]. [Add to soup and] adjust flavors with onions, salt, and vinegar.|荤素羹|补中益气。|羊肉 一脚子，卸成事件  草果 五个  回回豆子 半升，捣碎，去皮|上件，同熬成汤，滤净，豆粉三斤，作片粉，精羊肉切条道乞马，山药一斤，糟姜二块，瓜齑一块，乳饼一个，胡萝卜十个，蘑菇半斤，生姜四两，各切，鸡子十个，打煎饼，切，用麻泥一斤，杏泥半斤，同炒，葱、盐、醋调和。
Pearl Noodles|They supplement the center, and increase qi.|Mutton (leg; bone and cut up), tsaoko cardamoms (five), chickpeas (half a sheng; pulverized. Remove the skins).|Boil ingredients together into a soup. Strain [broth. Set aside meat]. Cut mutton into qima. Cut up each of the following: one sheep’s heart, one sheep’s liver, a set of sheep’s lungs, two liang of sprouting ginger, four liang of pickled ginger, one liang of sweet melon pickles, ten carrots, one jin of Chinese yams, one cheese, ten eggs fried into an omelet. Then fry everything together using one jin of sesame paste. [Add everything to soup and] adjust flavors with onions, salt, and vinegar.|珍珠粉|补中益气。|羊肉 一脚子，卸成事件  草果 五个   回回豆子 半升，捣碎，去皮|上件，同熬成汤，滤净，羊肉切乞马，心、肝、肚、肺各一具，生姜二两，糟姜四两，瓜齑一两，胡萝卜十个，山药一斤，乳饼一个，鸡子十个，作煎饼，各切，次用麻泥一斤，同炒，葱、盐、醋调和。
Yellow Soup|It supplements the center, and increases qi.|Mutton (leg; bone and cut up), tsaoko cardamoms (five), chickpeas (half a sheng; pulverized. Remove the skins).|Boil ingredients together into a soup. Strain [broth]. Add two he of cooked chickpeas, one sheng of aromatic non–glutinous rice [34A], and five carrots (cut up). Use “meat pellets” [made from] the “meat pill” of the rear hoof of a sheep, one [sheep’s] rib (cut up into small, square pieces), three qian of turmeric, five qian of ground ginger, one qian of za’faran, and coriander leaves. Adjust flavors with salt and vinegar.|黄汤|补中益气。|羊肉 一脚子，卸成事件  草果 五个  回回豆子 半升，捣碎，去皮|上件，同熬成汤，滤净，下熟回回豆子二合，香粳米一 升，胡萝卜五个，切，用羊后脚肉丸肉弹儿，肋枝一个，切，寸金姜黄三钱，姜末五钱，咱夫兰一钱，芫荽叶同盐、醋调和。
Three in the Cooking Pot|It supplements the center, and increases qi.|Mutton (leg; bone and cut up), tsaoko cardamoms (five), lesser galangal (two qian).|Boil ingredients together into a soup. Strain [broth]. Use “meat pellets” [made from] the “meat pill” of the rear hoof of a sheep, “nail–headed Qizi,” “mutton jis–kebabi food” and one liang black pepper. Adjust flavors with salt and vinegar.|三下锅|补中益气。|羊肉 一脚子，卸成事件  草果 五个  良姜 二钱|上件，同熬成汤，滤净，用羊后脚肉丸肉弹儿，丁头 子，羊肉指甲匾食，胡椒一两，同盐、醋调和。
Mallow Leaf Broth|It [Mallow Leaf] accords qi. It treats retained urine that does not pass. Its nature is cold and one cannot eat a lot. In the present case we have cooked the mallow leaf with various things intended to make its nature slightly warming.|Mutton (leg; bone and cut up), tsaoko cardamoms (five), lesser galangal (two qian).|Boil ingredients together into a soup. [Use as stuffing] one set each of cooked sheep’s stomach and lungs (cut up), half a jin of möög [mushrooms] (cut up). Combine five qian of black pepper and one jin of white flour to make “chicken–claw vermicelli.” Add to soup. Fry mallow leaf [and add]. Adjust flavors with onions, salt, and vinegar.|葵菜羹|顺气。治癃闭不通。性寒，不可多食。今与诸物同制 造，其性稍温。|羊肉 一脚子，卸成事件  草果 五个  良姜 二钱|上件，同熬成汤，熟羊肚、肺各一具，切，蘑菇半斤，切，胡椒五钱，白面一斤，拌鸡爪面，下葵菜炒，葱、盐、醋调和。
Long Bottle Gourd [Lagenaria siceraria var. depressa] Soup|It [the long bottle gourd] is cooling by nature. It is good for diabetes. It benefits the water paths.|Mutton (leg; bone and cut up), tsaoko cardamoms (five).|Boil ingredients together into a soup. Strain [broth. Set aside meat]. Use six long bottle gourds (remove the pericarps and skins,dice), [the] cooked mutton (cut into strips). Make fine vermicelli from half a he of juice of sprouting ginger and two liang of white flour. Fry everything together. [Add to soup and] adjust flavors with onions, salt, and vinegar.|瓠子汤|性寒。主消渴，利水道。|羊肉 一脚子，卸成事件  草果 五个|上件，同熬成汤，滤净，用瓠子六个，去穣皮，切掠，熟羊肉，切片，生姜汁半合，白面二两，作面丝同炒，葱、盐、醋调和。
Turtle Soup|It is good for a wounded center, and increases qi. It supplements [in cases of] insufficiency.|Mutton (leg; bone and cut up), tsaoko cardamoms (five).|Boil ingredients together into a soup. Strain [broth]. Cook five or six turtles. When done, remove the skin and bones, and cut into lumps [and add to soup]. Use two liang of flour to make fine vermicelli. Roast together with one he of juice of sprouting ginger, one liang of black pepper. [Add to soup and] adjust flavors with onions, salt, and vinegar.|团鱼汤|主伤中，益气，补不足。|羊肉 一脚子，卸成事件  草果 五个|上件，熬成汤，滤净，团鱼五六个，煮熟，去皮、骨，切作块，用面二两，作面丝，生姜汁一合，胡椒一两，同炒，葱、盐、醋调和。
Cup Steamed|It supplements the center, and increases qi.|Sheep’s back skin from which the hair has been removed, or mutton (three legs; bone and cut up), tsaoko cardamoms (five), lesser galangal (two qian), prepared mandarin orange peel (two qian; remove the white), Chinese flower pepper [“lesser pepper;” Zanthoxylum sp] (two qian).|[Take] ingredients and fry54 together with one jin of almond paste, two he of pine pollen [juice], and two he of juice of sprouting ginger. Adjust flavors evenly with onions, salt and spices [five spices]. Put into a liquor cup and steam until tender. When cooked eat with long rolled bread.|盏蒸|补中益气。|羊背皮或羊肉 三脚子，卸成事件  草果 五个  良姜 二钱  陈皮 二钱，去白 小椒二钱|上件，用杏泥一斤，松黄二合，生姜汁二合，同炒，葱、盐五味调匀，入盏内蒸令软熟，对经卷儿食之。
Oil Rape Shoots Broth|It supplements the center, and increases qi.|Mutton (leg; bone and cut up), tsaoko cardamoms (five), lesser galangal (two qian).|Boil ingredients together into a soup. Strain [broth]. Use sheep’s liver, make into a sauce. [Decoct and] take the bouillon. Make noodles with five jin of bean paste [and add to soup]. Cut up finely and add: one cheese, one jin of Chinese yams, ten carrots, one sheep’s tail, mutton. Adjust flavors with oil rape [sprouts], Chinese chives,one liang of black pepper, salt, and, vinegar.|台苗羹|补中益气。|羊肉 一脚子，卸成事件  草果 五个  良姜 二钱|上件，熬成汤，滤净，用羊肝下酱，取清汁，豆粉五斤，作粉，乳饼一个，山药一斤，胡萝卜十个，羊尾子一个，羊肉等，各切细，入台子菜、韭菜、胡椒一两，盐、醋调和。
Bear Soup|It treats migratory arthralgia insensitivity and [evil] foot qi.|Bear meat (two legs; cook. When done cut into chunks), tsaoko cardamoms (three)|[Boil] ingredients [together into a soup]. Use three qian of black pepper, one qian of kasni, two qian of turmeric, two qian of grain–of–paradise [seed of Amomum villosum or A. xanthioides], one qian of za’faran. Adjust flavors of everything together with onions, salt, and sauce.|熊汤|治风痹不仁，香港脚。|熊 肉 二脚子，煮熟，切块  草果 三个|上件，用胡椒三钱，哈昔泥一钱，姜黄二钱，缩砂二钱，咱夫兰一钱，葱、盐、酱一同调和。
Carp Soup|It treats jaundice, stops thirst, and pacifies the womb. If a person is ill with chronic abdominal mass he should not eat it.|Large young carp (ten; remove the scales and intestines; clean), finely ground Chinese flower pepper (five qian).|Marinate ingredients with a combination of five qian of ground coriander, two liang of onions (cut up), a little liquor, salt. Put fish into bouillon. Then add five qian of finely ground black pepper, three qian of sprouting ginger, and three qian of ground long pepper. Adjust flavors with salt and vinegar. |鲤鱼汤|治黄胆。止渴，安胎。有宿瘕者，不可食之。|大新鲤鱼 十头，去鳞肚，洗净  小椒末 五钱|上件，用芫荽末五钱，葱二两，切，酒少许，盐一同淹，拌清汁内，下鱼，次下胡椒末五钱，生姜末三钱，荜拨末三钱，盐、醋调和。
Roast Wolf Soup|Ancient bencao do not include entries on wolf meat. At present we state that its nature is heating. It treats asthenia. I have never heard that it is poisonous for those eating it. In the case of the present recipe we use spices to help its flavor. It warms61 the five internal organs, and warms the center.|Wolf meat (leg; bone and cut up), tsaoko cardamoms (three), black pepper (five qian), kasni (one qian), long pepper (two qian), grain–of–paradise (two qian), turmeric (two qian), za’faran (one qian).|Boil ingredients together into a soup. Adjust flavors of everything using onions, sauce, salt, and vinegar.|炒野狼汤|古本草不载野狼肉，今云性热，治虚弱。然食之末闻有毒。今制造用料物以助其味，暖五脏，温中。|野狼肉 一脚子，卸成事件  草果 三个  胡椒 五钱  哈昔泥 一钱  荜拨 二钱  缩砂 二钱  姜黄 二钱  咱夫兰 一钱|上件，熬成汤，用葱、酱、盐、醋一同调和。
Ishkäne|It supplements and increases [for] the five internal organs.|Mutton (leg; cook. When done cut up finely), sheep’s tail (two; [cook]. When done cut up finely). Cut into long strips: sacred lotus rhizome (two), cattail rhizome [Typha sp] (two jin), cucumbers (five), sprouting ginger (half a jin), cheeses (two), pickled ginger (four liang), sweet melon pickles (half a jin), eggs (ten. Fry into an omelet), möög [mushrooms] (one jin), Swiss chard, Chinese chives.|Use a “good meat soup” and blend together ingredients. Fry [i.e.,cook dry] with two jin of sesame paste, and half a jin of finely ground ginger. Adjust flavors with onions, salt and vinegar. Eat with “Iranian buns.”|围像|补益五脏。|羊肉 一脚子，煮熟，切细  羊尾子 二个，熟，切细  藕 二枚  蒲笋 二斤 黄瓜 五个  生姜 半斤   乳饼 二个  糟姜 四两  瓜齑 半斤  鸡子 一十个，煎作饼  蘑菇 一斤  蔓菁菜 韭菜 各切条道|上件，用好肉汤，调麻泥二斤、姜末半斤，同炒。葱、盐、醋、调和，对胡饼食之。
Chöppün Noodles|They supplement the center, and increase qi.|White flour (six jin; cut into fine vermicelli), mutton (two legs; cook. When done, cut into strip qima [and stuff vermicelli]), one set each of sheep intestines and lungs (Cook. When done cut up.), eggs (five; fry into an omelet. Cut into “streamers”), sprouting ginger (four liang), root and tuber of the Chinese chive64 (half a jin), möög [mushrooms] (four liang), oil rape leaf, smartweed shoots, safflower.|Use bouillon for the ingredients. Add one liang of black pepper, Adjust flavors with salt and vinegar.|春盘面|补中益气。|白面 六斤，切细面  羊肉 二脚子，煮熟，切条道乞马  羊肚肺 各一个，煮熟切  鸡子 五个，煎作饼，裁幡  生姜 四两，切 韭黄（半斤  蘑菇 四两  台子菜 蓼牙胭脂|上件，用清汁下胡椒一两，盐、醋调和。
Black Broth Noodles|They supplement the center, and increase qi.|White flour (cut fine vermicelli), sheep’s thorax (two; pluck and clean; cook. When done cut into sashuq–sized chunks).|Use three qian of “red flour”66 to marinate ingredients. Boil until tender. Put everything together into bouillon. Add one liang of black pepper, salt and vinegar. Flavor [evenly].|皂羹面|补中益气。|白面 六斤，切细面  羊胸子 二个，退洗净，煮熟，切如色数块|上件，用红曲三钱，淹拌，熬令软，同入清汁内，下胡椒一两，盐、醋调和。
Chinese Yam Noodles|They supplement [for] deficiency emaciation. They increase primordial energy.|White flour (six jin), eggs (ten; take the white), juice of sprouting ginger (two he), bean paste (four liang).|Use three jin of Chinese yams. Cook. When done grind up into a paste and combined with ingredients to make noodles. Cut up two legs of mutton into [38A] “nail–headed qima” [as stuffing]. Use a “good meat broth,” add [noodles] and fry. Adjust flavors with onions and salt.|山药面|补虚羸，益元气。|白面 六斤  鸡子 十个，取白  生姜汁 二合  豆粉 四两|上件，用山药三斤，煮熟，研泥，同和面，羊肉二脚子，切 丁头乞马，用好肉汤下炒，葱、盐调和。
Hanging Noodles|They supplement the center, and increase qi.|Mutton (leg; cut up into a fine qima), hanging noodles (six jin), möög [mushrooms] (half a jin; wash; cut up.), eggs (five; fry), pickled ginger (one liang; cut up), sweet melon pickles (one liang; cut up).|Use bouillon for ingredients. Add one liang of black pepper. Adjust flavors with salt and vinegar.|挂面|补中益气。|羊肉 一脚子，切细乞马  挂面 六斤  蘑菇 半斤，洗净，切  鸡子 五个，煎作饼  糟姜 一两，切  瓜齑 一两，切|上件，用清汁，下胡椒一两，盐、醋调和。
Jingtei Noodles|They supplement the center, and increase qi.|Mutton (leg; roast the meat. [Make] quruq [dried] qima),möög [mushrooms] (half a chin; wash and cut up).|Use bouillon for ingredients. Add one liang of black pepper. Adjust flavors with salt and vinegar.|经带面|补中益气。|羊肉 一脚子，炒焦肉乞马  蘑菇 半斤，洗净，切|上件，用清汁，下胡椒一两，盐、醋调和。
Sheep’s Skin Noodles|They supplement the center, and increase qi.| Sheep’s skins (two; remove the hair; clean; cook until tender), sheep’s tongues (two; cook.), sheep’s loins (four; cook. Cut up each [i.e., previous ingredients] like “armor scales”), möög [mushrooms] (one jin; cleaned), pickled ginger (four liang. Cut up each like “armor scales”).|Use a good rich meat soup, or bouillon for the ingredients. Add one liang of black pepper. Adjust flavors with salt.|羊皮面|补中益气。|羊皮 二个， 洗净，煮软  羊舌 二个，熟 羊腰子四个，熟，各切如甲叶  蘑菇 一斤，洗净  糟姜 四两，各切如甲叶|上件，用好肉酽汤或清汁，下胡椒一两，盐、醋调和。
Tutum Ash (This is a kind of kneaded noodle)|They supplement the center, and increase qi.|White flour (six jin. Make into tutum ash), mutton (leg. Roast the meat. [Make into] quruq qima [and stuff tutum ash]).|Use a Good Meat Soup for ingredients. Add the noodles and roast [cook dry]. Adjust flavors evenly with onions. Add garlic, cream [or yogurt], finely ground mint (or basil).|秃秃麻食|系手撇面。补中益气。|白面 六斤、作秃秃麻食  羊肉 一脚子，炒焦肉乞马|右件，用好肉汤下炒葱，调和匀，下蒜酪、香菜末。
Fine Salma (same as “Thin Silk Border” Salma)|They supplement the center, and increase qi.|White flour (six jin; make salma), mutton (two legs; roast the meat. [Make into] quruq qima [and stuff salma]), chicken (one; cook and cut up finely), möög [mushrooms] (half a jin; wash; cut up).|Use bouillon for ingredients. Add one liang of black pepper. Adjust flavors with salt and vinegar.|细水滑|绢边水滑一同。 补中益气。|白面 六斤，作水滑  羊肉 二脚子，炒焦肉乞马  鸡儿 一个，熟，切丝  蘑菇 半斤，洗净，切|上件，用清汁，下胡椒一两，盐、醋调和。
Water Dragon Qizi|They supplement the center, and increase qi.|Mutton (two legs; cook; cut up into qima), white flour (six jin. [Make dough and] cut into “cash eye qizi” ), [stuff qizi with qima], eggs (ten), Chinese yams (one jin), pickled ginger (four liang), carrots (five), sweet melon pickles (two liang. Cut up each finely), “Three Color Meat Patties.” (The inside color is of a meat patty. The outer two colors are noodle and chicken patties.)|Use bouillon for ingredients. Add two liang of black pepper. Adjust flavors with salt and vinegar.|水龙子|补中益气。|羊肉 二脚子，熟，切作乞马  白面 六斤，切作钱眼 子  鸡子 十个  山药 一斤 糟姜 四两  胡萝卜 五个  瓜齑 二两，各切细  三色弹儿 内一色肉弹儿，外二色粉，鸡子弹儿|上件，用清汁，下胡椒二两，盐、醋调和。
[U]mach (a kind of hand twisted noodle. It can be glutinous rice flour or euryale flour.)|It supplements the center, and increases qi.|White flour (six jin; make [u]mach), mutton (two legs; cook. Cut into qima [and stuff [u]mach]).| Use a good meat soup for ingredients and roast [cook dry]. Adjust flavors of everything together with onions, vinegar, and salt.|马乞|系手搓面。或糯米粉，鸡头粉亦可。补中益气。|白面 六斤，作乞马  羊肉 二脚子，熟，切乞马|上件，用好肉汤炒，葱、醋、盐一同调和。
